FINNINGLEY, -, GBR
month,day,hour,Dry Bulb Temp,Rel Humidity,Global Horiz Rad,Diffuse Rad,Wind Speed,Wind Direction,
 , , ,degrees C,percent,(Wh/sq.m),(Wh/sq.m),ms,degrees,
1,1,1,1.7,62.0,0.0,0.0,5.7,310.0,
1,1,2,0.9,61.0,0.0,0.0,6.7,320.0,
1,1,3,0.3,60.0,0.0,0.0,8.2,310.0,
1,1,4,0.0,59.0,0.0,0.0,7.2,310.0,
1,1,5,-0.2,59.0,0.0,0.0,5.7,300.0,
1,1,6,-0.4,58.0,0.0,0.0,6.2,290.0,
1,1,7,-0.5,60.0,0.0,0.0,5.7,280.0,
1,1,8,0.3,61.0,0.0,0.0,7.7,290.0,
1,1,9,1.1,61.0,8.0,8.0,7.7,290.0,
1,1,10,2.2,60.0,52.0,27.0,9.8,300.0,
1,1,11,2.9,62.0,130.0,69.0,9.8,300.0,
1,1,12,3.8,58.0,171.0,64.0,8.2,310.0,
1,1,13,-0.2,100.0,55.0,55.0,10.3,350.0,
1,1,14,0.6,64.0,92.0,80.0,9.3,320.0,
1,1,15,0.7,56.0,68.0,49.0,8.2,330.0,
1,1,16,0.1,66.0,17.0,17.0,7.7,340.0,
1,1,17,-0.6,68.0,0.0,0.0,7.2,330.0,
1,1,18,-0.6,64.0,0.0,0.0,8.7,320.0,
1,1,19,-0.6,68.0,0.0,0.0,9.3,320.0,
1,1,20,-0.7,75.0,0.0,0.0,7.2,320.0,
1,1,21,-0.7,70.0,0.0,0.0,7.7,320.0,
1,1,22,-0.7,56.0,0.0,0.0,9.8,320.0,
1,1,23,-0.7,56.0,0.0,0.0,9.3,320.0,
1,1,24,-0.8,57.0,0.0,0.0,10.3,320.0,
1,2,1,-0.9,59.0,0.0,0.0,8.2,320.0,
1,2,2,-0.8,57.0,0.0,0.0,8.7,320.0,
1,2,3,-0.9,59.0,0.0,0.0,8.2,320.0,
1,2,4,-0.9,59.0,0.0,0.0,8.7,320.0,
1,2,5,-0.5,56.0,0.0,0.0,8.2,320.0,
1,2,6,-0.8,57.0,0.0,0.0,7.7,320.0,
1,2,7,-0.8,61.0,0.0,0.0,7.7,320.0,
1,2,8,-0.5,56.0,0.0,0.0,7.7,320.0,
1,2,9,-0.1,65.0,9.0,9.0,7.2,330.0,
1,2,10,0.4,57.0,65.0,59.0,8.2,320.0,
1,2,11,1.2,65.0,136.0,54.0,7.7,330.0,
1,2,12,2.0,60.0,179.0,59.0,8.7,340.0,
1,2,13,2.7,56.0,184.0,59.0,7.7,340.0,
1,2,14,2.7,56.0,150.0,55.0,6.7,330.0,
1,2,15,2.6,59.0,84.0,47.0,6.2,330.0,
1,2,16,2.2,60.0,18.0,18.0,6.2,340.0,
1,2,17,1.6,71.0,0.0,0.0,5.7,330.0,
1,2,18,1.6,66.0,0.0,0.0,4.6,310.0,
1,2,19,1.1,67.0,0.0,0.0,4.6,310.0,
1,2,20,0.1,76.0,0.0,0.0,3.6,300.0,
1,2,21,-0.2,86.0,0.0,0.0,3.6,310.0,
1,2,22,0.2,70.0,0.0,0.0,4.6,310.0,
1,2,23,0.2,74.0,0.0,0.0,4.6,320.0,
1,2,24,0.6,73.0,0.0,0.0,3.6,320.0,
1,3,1,0.7,76.0,0.0,0.0,3.6,310.0,
1,3,2,0.1,81.0,0.0,0.0,3.6,310.0,
1,3,3,-0.9,85.0,0.0,0.0,2.6,310.0,
1,3,4,-1.8,88.0,0.0,0.0,1.5,280.0,
1,3,5,-1.4,89.0,0.0,0.0,1.5,310.0,
1,3,6,-1.9,90.0,0.0,0.0,1.0,290.0,
1,3,7,-3.8,90.0,0.0,0.0,0.0,0.0,
1,3,8,-3.8,90.0,0.0,0.0,0.0,0.0,
1,3,9,4.6,45.0,9.0,9.0,0.0,0.0,
1,3,10,-2.5,90.0,65.0,59.0,1.0,180.0,
1,3,11,-0.1,86.0,132.0,55.0,1.0,190.0,
1,3,12,0.9,81.0,180.0,60.0,1.0,160.0,
1,3,13,1.6,79.0,96.0,70.0,1.0,180.0,
1,3,14,2.4,80.0,153.0,85.0,2.6,190.0,
1,3,15,0.9,88.0,77.0,50.0,3.6,150.0,
1,3,16,-0.3,98.0,6.0,6.0,4.6,170.0,
1,3,17,-0.9,99.0,0.0,0.0,4.6,180.0,
1,3,18,-0.8,99.0,0.0,0.0,4.1,150.0,
1,3,19,-1.1,99.0,0.0,0.0,3.6,160.0,
1,3,20,-1.5,98.0,0.0,0.0,3.6,150.0,
1,3,21,-1.8,96.0,0.0,0.0,4.1,160.0,
1,3,22,-2.6,98.0,0.0,0.0,1.5,140.0,
1,3,23,-2.4,93.0,0.0,0.0,2.1,170.0,
1,3,24,-1.9,90.0,0.0,0.0,2.6,160.0,
1,4,1,-1.8,90.0,0.0,0.0,2.6,150.0,
1,4,2,-1.5,87.0,0.0,0.0,3.6,150.0,
1,4,3,-1.1,90.0,0.0,0.0,3.1,160.0,
1,4,4,-0.3,86.0,0.0,0.0,3.1,150.0,
1,4,5,0.4,86.0,0.0,0.0,3.6,170.0,
1,4,6,0.5,90.0,0.0,0.0,3.6,150.0,
1,4,7,0.7,86.0,0.0,0.0,3.6,150.0,
1,4,8,1.1,88.0,0.0,0.0,3.6,150.0,
1,4,9,1.6,83.0,3.0,3.0,5.7,160.0,
1,4,10,1.8,83.0,20.0,20.0,5.7,160.0,
1,4,11,2.6,80.0,42.0,42.0,5.7,160.0,
1,4,12,3.2,76.0,55.0,55.0,6.7,170.0,
1,4,13,3.4,78.0,57.0,57.0,6.7,170.0,
1,4,14,3.5,76.0,47.0,47.0,6.7,160.0,
1,4,15,3.2,80.0,27.0,27.0,5.7,160.0,
1,4,16,3.2,78.0,6.0,6.0,6.2,160.0,
1,4,17,2.9,77.0,0.0,0.0,6.2,160.0,
1,4,18,3.0,75.0,0.0,0.0,5.7,160.0,
1,4,19,3.2,76.0,0.0,0.0,7.2,160.0,
1,4,20,3.0,79.0,0.0,0.0,6.2,160.0,
1,4,21,2.9,79.0,0.0,0.0,6.2,170.0,
1,4,22,2.1,89.0,0.0,0.0,6.2,170.0,
1,4,23,2.7,86.0,0.0,0.0,5.7,180.0,
1,4,24,2.8,86.0,0.0,0.0,5.7,170.0,
1,5,1,2.9,88.0,0.0,0.0,6.2,170.0,
1,5,2,3.2,86.0,0.0,0.0,6.2,170.0,
1,5,3,3.2,88.0,0.0,0.0,5.7,170.0,
1,5,4,3.2,90.0,0.0,0.0,7.2,170.0,
1,5,5,3.3,91.0,0.0,0.0,6.7,170.0,
1,5,6,3.3,94.0,0.0,0.0,7.7,170.0,
1,5,7,3.2,99.0,0.0,0.0,8.2,170.0,
1,5,8,3.4,97.0,0.0,0.0,6.2,170.0,
1,5,9,3.7,97.0,3.0,3.0,7.2,180.0,
1,5,10,3.9,95.0,20.0,20.0,6.2,170.0,
1,5,11,4.3,90.0,42.0,42.0,8.7,190.0,
1,5,12,4.6,90.0,55.0,55.0,8.2,190.0,
1,5,13,4.6,93.0,57.0,57.0,7.2,190.0,
1,5,14,4.8,93.0,47.0,47.0,6.2,200.0,
1,5,15,4.9,95.0,27.0,27.0,5.1,240.0,
1,5,16,4.7,95.0,11.0,11.0,3.1,190.0,
1,5,17,4.1,97.0,0.0,0.0,4.1,200.0,
1,5,18,4.6,99.0,0.0,0.0,4.1,190.0,
1,5,19,4.8,95.0,0.0,0.0,5.1,220.0,
1,5,20,4.1,99.0,0.0,0.0,3.1,140.0,
1,5,21,3.8,99.0,0.0,0.0,2.6,130.0,
1,5,22,3.4,99.0,0.0,0.0,3.1,170.0,
1,5,23,3.9,99.0,0.0,0.0,3.1,190.0,
1,5,24,2.4,98.0,0.0,0.0,3.1,170.0,
1,6,1,3.9,95.0,0.0,0.0,3.6,210.0,
1,6,2,4.1,92.0,0.0,0.0,4.1,250.0,
1,6,3,5.1,86.0,0.0,0.0,4.6,270.0,
1,6,4,4.0,88.0,0.0,0.0,2.1,280.0,
1,6,5,2.7,93.0,0.0,0.0,1.0,70.0,
1,6,6,3.2,94.0,0.0,0.0,1.0,250.0,
1,6,7,2.8,91.0,0.0,0.0,3.1,280.0,
1,6,8,3.1,93.0,0.0,0.0,5.1,290.0,
1,6,9,4.1,89.0,10.0,10.0,5.7,300.0,
1,6,10,5.2,84.0,68.0,47.0,5.1,300.0,
1,6,11,6.5,78.0,139.0,50.0,4.6,290.0,
1,6,12,7.5,73.0,184.0,64.0,7.2,310.0,
1,6,13,7.9,71.0,190.0,65.0,6.2,300.0,
1,6,14,8.0,67.0,157.0,60.0,6.7,310.0,
1,6,15,7.3,69.0,91.0,45.0,6.2,310.0,
1,6,16,6.1,74.0,22.0,22.0,5.1,300.0,
1,6,17,5.0,81.0,0.0,0.0,4.6,290.0,
1,6,18,3.7,88.0,0.0,0.0,5.1,290.0,
1,6,19,3.6,85.0,0.0,0.0,5.7,290.0,
1,6,20,2.9,89.0,0.0,0.0,4.1,290.0,
1,6,21,1.7,89.0,0.0,0.0,3.1,290.0,
1,6,22,1.5,90.0,0.0,0.0,3.6,280.0,
1,6,23,1.2,90.0,0.0,0.0,2.6,290.0,
1,6,24,-1.0,91.0,0.0,0.0,1.0,280.0,
1,7,1,-0.3,92.0,0.0,0.0,1.0,250.0,
1,7,2,-1.7,94.0,0.0,0.0,1.0,230.0,
1,7,3,-0.2,98.0,0.0,0.0,4.1,260.0,
1,7,4,-0.1,95.0,0.0,0.0,2.1,200.0,
1,7,5,-0.2,98.0,0.0,0.0,3.1,180.0,
1,7,6,0.6,96.0,0.0,0.0,2.6,170.0,
1,7,7,0.8,98.0,0.0,0.0,3.1,180.0,
1,7,8,2.5,96.0,0.0,0.0,2.6,180.0,
1,7,9,3.3,91.0,5.0,5.0,2.6,190.0,
1,7,10,2.9,94.0,21.0,21.0,2.6,180.0,
1,7,11,3.9,92.0,73.0,70.0,3.1,170.0,
1,7,12,4.9,89.0,96.0,92.0,4.1,180.0,
1,7,13,5.8,88.0,99.0,95.0,3.6,180.0,
1,7,14,5.9,88.0,48.0,48.0,4.6,190.0,
1,7,15,5.9,91.0,28.0,28.0,3.6,180.0,
1,7,16,5.6,92.0,12.0,12.0,4.1,170.0,
1,7,17,4.6,95.0,0.0,0.0,3.1,170.0,
1,7,18,4.5,97.0,0.0,0.0,3.1,160.0,
1,7,19,6.1,95.0,0.0,0.0,2.6,200.0,
1,7,20,6.5,95.0,0.0,0.0,1.5,180.0,
1,7,21,7.3,94.0,0.0,0.0,2.1,190.0,
1,7,22,7.6,93.0,0.0,0.0,2.6,180.0,
1,7,23,8.3,93.0,0.0,0.0,3.6,180.0,
1,7,24,8.6,93.0,0.0,0.0,3.6,200.0,
1,8,1,9.9,90.0,0.0,0.0,5.7,210.0,
1,8,2,9.5,91.0,0.0,0.0,4.1,200.0,
1,8,3,9.3,90.0,0.0,0.0,4.6,210.0,
1,8,4,8.3,96.0,0.0,0.0,2.1,190.0,
1,8,5,8.6,93.0,0.0,0.0,3.1,180.0,
1,8,6,7.4,97.0,0.0,0.0,2.1,170.0,
1,8,7,10.0,89.0,0.0,0.0,4.1,240.0,
1,8,8,10.1,90.0,0.0,0.0,3.6,280.0,
1,8,9,9.2,88.0,3.0,3.0,5.7,320.0,
1,8,10,8.6,82.0,21.0,21.0,5.7,330.0,
1,8,11,8.0,80.0,74.0,71.0,5.1,320.0,
1,8,12,8.3,70.0,187.0,129.0,5.1,330.0,
1,8,13,8.2,64.0,188.0,64.0,5.1,320.0,
1,8,14,7.9,55.0,147.0,77.0,6.2,310.0,
1,8,15,7.5,57.0,87.0,54.0,5.7,310.0,
1,8,16,6.5,64.0,25.0,25.0,4.6,300.0,
1,8,17,5.8,73.0,0.0,0.0,5.1,300.0,
1,8,18,5.0,76.0,0.0,0.0,4.1,280.0,
1,8,19,5.2,80.0,0.0,0.0,4.1,290.0,
1,8,20,5.6,78.0,0.0,0.0,4.6,270.0,
1,8,21,6.2,79.0,0.0,0.0,7.7,290.0,
1,8,22,6.6,78.0,0.0,0.0,7.2,280.0,
1,8,23,6.7,79.0,0.0,0.0,5.7,260.0,
1,8,24,6.7,79.0,0.0,0.0,4.1,260.0,
1,9,1,6.5,81.0,0.0,0.0,3.6,280.0,
1,9,2,6.5,81.0,0.0,0.0,5.1,260.0,
1,9,3,6.9,79.0,0.0,0.0,4.6,280.0,
1,9,4,6.7,78.0,0.0,0.0,5.1,270.0,
1,9,5,6.9,81.0,0.0,0.0,4.6,260.0,
1,9,6,6.7,79.0,0.0,0.0,5.1,260.0,
1,9,7,7.4,78.0,0.0,0.0,6.7,260.0,
1,9,8,7.4,80.0,0.0,0.0,6.7,260.0,
1,9,9,6.6,83.0,6.0,6.0,7.7,230.0,
1,9,10,7.1,81.0,37.0,37.0,7.2,230.0,
1,9,11,8.0,76.0,75.0,74.0,8.7,250.0,
1,9,12,8.6,75.0,98.0,94.0,9.3,260.0,
1,9,13,9.5,71.0,102.0,97.0,10.3,270.0,
1,9,14,9.7,71.0,85.0,82.0,13.9,270.0,
1,9,15,10.0,71.0,51.0,51.0,14.4,270.0,
1,9,16,10.0,75.0,14.0,14.0,12.9,270.0,
1,9,17,9.9,77.0,0.0,0.0,12.3,280.0,
1,9,18,10.3,75.0,0.0,0.0,13.4,290.0,
1,9,19,10.5,74.0,0.0,0.0,14.9,290.0,
1,9,20,10.7,70.0,0.0,0.0,15.4,300.0,
1,9,21,10.0,61.0,0.0,0.0,17.0,300.0,
1,9,22,9.3,61.0,0.0,0.0,15.3,300.0,
1,9,23,8.6,61.0,0.0,0.0,13.5,300.0,
1,9,24,7.9,60.0,0.0,0.0,11.8,310.0,
1,10,1,7.3,63.0,0.0,0.0,10.1,310.0,
1,10,2,6.8,67.0,0.0,0.0,8.4,310.0,
1,10,3,6.2,70.0,0.0,0.0,6.7,310.0,
1,10,4,6.1,70.0,0.0,0.0,6.4,310.0,
1,10,5,6.0,69.0,0.0,0.0,6.0,310.0,
1,10,6,5.9,68.0,0.0,0.0,5.7,310.0,
1,10,7,5.5,72.0,0.0,0.0,8.7,300.0,
1,10,8,5.6,80.0,0.0,0.0,7.7,290.0,
1,10,9,6.3,74.0,6.0,6.0,7.7,300.0,
1,10,10,6.8,73.0,38.0,38.0,7.2,300.0,
1,10,11,7.1,71.0,76.0,75.0,8.2,290.0,
1,10,12,7.6,72.0,100.0,95.0,5.7,290.0,
1,10,13,6.7,83.0,61.0,61.0,5.1,240.0,
1,10,14,6.2,97.0,51.0,51.0,3.6,200.0,
1,10,15,7.3,97.0,31.0,31.0,2.1,190.0,
1,10,16,9.3,90.0,15.0,15.0,4.6,250.0,
1,10,17,11.1,87.0,0.0,0.0,8.7,290.0,
1,10,18,11.2,87.0,0.0,0.0,9.8,300.0,
1,10,19,6.7,94.0,0.0,0.0,6.2,20.0,
1,10,20,5.0,95.0,0.0,0.0,6.2,20.0,
1,10,21,4.1,97.0,0.0,0.0,5.1,360.0,
1,10,22,4.1,93.0,0.0,0.0,5.1,350.0,
1,10,23,3.9,92.0,0.0,0.0,5.7,340.0,
1,10,24,3.8,90.0,0.0,0.0,5.7,330.0,
1,11,1,3.3,86.0,0.0,0.0,6.2,330.0,
1,11,2,2.9,84.0,0.0,0.0,6.2,330.0,
1,11,3,2.1,85.0,0.0,0.0,4.1,320.0,
1,11,4,2.3,80.0,0.0,0.0,4.1,310.0,
1,11,5,2.4,70.0,0.0,0.0,6.2,330.0,
1,11,6,2.1,62.0,0.0,0.0,5.7,330.0,
1,11,7,1.7,68.0,0.0,0.0,5.7,330.0,
1,11,8,1.5,66.0,0.0,0.0,5.1,330.0,
1,11,9,1.2,66.0,12.0,12.0,4.1,310.0,
1,11,10,2.0,64.0,75.0,67.0,5.7,310.0,
1,11,11,2.8,58.0,151.0,55.0,5.7,320.0,
1,11,12,3.7,55.0,197.0,60.0,6.2,320.0,
1,11,13,4.1,54.0,205.0,61.0,7.7,340.0,
1,11,14,4.2,53.0,172.0,57.0,7.7,330.0,
1,11,15,4.0,51.0,105.0,44.0,7.7,330.0,
1,11,16,3.3,54.0,30.0,26.0,6.2,330.0,
1,11,17,2.6,57.0,0.0,0.0,6.7,330.0,
1,11,18,2.1,62.0,0.0,0.0,6.2,310.0,
1,11,19,2.1,63.0,0.0,0.0,7.2,320.0,
1,11,20,1.7,69.0,0.0,0.0,6.7,310.0,
1,11,21,2.1,63.0,0.0,0.0,7.2,320.0,
1,11,22,2.0,64.0,0.0,0.0,8.2,320.0,
1,11,23,2.3,60.0,0.0,0.0,6.2,320.0,
1,11,24,2.1,63.0,0.0,0.0,6.7,320.0,
1,12,1,2.0,64.0,0.0,0.0,6.2,320.0,
1,12,2,2.0,64.0,0.0,0.0,6.7,330.0,
1,12,3,2.3,62.0,0.0,0.0,7.7,320.0,
1,12,4,2.3,62.0,0.0,0.0,6.7,320.0,
1,12,5,2.3,62.0,0.0,0.0,7.2,330.0,
1,12,6,2.6,61.0,0.0,0.0,7.7,330.0,
1,12,7,2.6,63.0,0.0,0.0,7.2,330.0,
1,12,8,2.6,63.0,0.0,0.0,8.2,330.0,
1,12,9,2.7,65.0,13.0,13.0,8.2,340.0,
1,12,10,3.4,65.0,74.0,67.0,8.2,340.0,
1,12,11,4.2,65.0,153.0,56.0,8.2,350.0,
1,12,12,4.6,64.0,203.0,54.0,7.7,340.0,
1,12,13,5.0,65.0,168.0,96.0,6.7,330.0,
1,12,14,4.8,68.0,120.0,98.0,6.2,330.0,
1,12,15,4.9,68.0,88.0,60.0,5.1,310.0,
1,12,16,3.8,70.0,24.0,24.0,4.3,310.0,
1,12,17,2.6,72.0,0.0,0.0,3.4,310.0,
1,12,18,1.5,76.0,0.0,0.0,2.6,290.0,
1,12,19,1.2,78.0,0.0,0.0,3.1,280.0,
1,12,20,0.1,83.0,0.0,0.0,1.5,210.0,
1,12,21,-0.7,88.0,0.0,0.0,1.5,190.0,
1,12,22,0.8,84.0,0.0,0.0,2.1,200.0,
1,12,23,1.8,81.0,0.0,0.0,1.5,200.0,
1,12,24,2.4,78.0,0.0,0.0,2.6,210.0,
1,13,1,2.6,80.0,0.0,0.0,2.6,210.0,
1,13,2,1.9,89.0,0.0,0.0,1.5,200.0,
1,13,3,3.6,80.0,0.0,0.0,1.5,190.0,
1,13,4,2.8,86.0,0.0,0.0,1.0,220.0,
1,13,5,0.7,90.0,0.0,0.0,1.5,190.0,
1,13,6,0.1,91.0,0.0,0.0,1.0,220.0,
1,13,7,0.9,94.0,0.0,0.0,1.0,200.0,
1,13,8,1.9,89.0,0.0,0.0,3.1,190.0,
1,13,9,2.9,93.0,7.0,7.0,1.0,220.0,
1,13,10,3.3,91.0,40.0,40.0,1.0,170.0,
1,13,11,7.0,87.0,79.0,78.0,2.6,250.0,
1,13,12,8.8,79.0,103.0,99.0,4.1,280.0,
1,13,13,8.5,82.0,108.0,103.0,3.6,250.0,
1,13,14,9.1,81.0,91.0,88.0,3.6,260.0,
1,13,15,8.5,85.0,57.0,56.0,3.6,260.0,
1,13,16,8.0,87.0,17.0,17.0,1.0,190.0,
1,13,17,7.6,90.0,0.0,0.0,3.6,250.0,
1,13,18,7.7,90.0,0.0,0.0,2.6,190.0,
1,13,19,7.7,91.0,0.0,0.0,2.6,210.0,
1,13,20,7.8,88.0,0.0,0.0,5.1,230.0,
1,13,21,8.0,90.0,0.0,0.0,6.2,220.0,
1,13,22,8.0,91.0,0.0,0.0,4.6,220.0,
1,13,23,8.4,89.0,0.0,0.0,3.6,230.0,
1,13,24,8.4,90.0,0.0,0.0,3.1,230.0,
1,14,1,8.6,88.0,0.0,0.0,6.2,230.0,
1,14,2,8.6,84.0,0.0,0.0,6.7,220.0,
1,14,3,8.0,86.0,0.0,0.0,5.7,220.0,
1,14,4,7.1,90.0,0.0,0.0,6.2,220.0,
1,14,5,6.5,86.0,0.0,0.0,4.1,210.0,
1,14,6,5.6,89.0,0.0,0.0,3.1,200.0,
1,14,7,5.6,89.0,0.0,0.0,6.2,210.0,
1,14,8,6.0,91.0,0.0,0.0,3.6,190.0,
1,14,9,6.7,88.0,7.0,7.0,6.2,190.0,
1,14,10,7.4,87.0,41.0,41.0,6.2,190.0,
1,14,11,8.3,82.0,80.0,79.0,8.7,220.0,
1,14,12,9.0,80.0,105.0,100.0,10.3,220.0,
1,14,13,8.8,85.0,109.0,104.0,6.2,210.0,
1,14,14,9.7,82.0,92.0,89.0,7.2,220.0,
1,14,15,10.7,75.0,58.0,58.0,8.2,230.0,
1,14,16,10.4,77.0,18.0,18.0,5.7,230.0,
1,14,17,9.6,80.0,0.0,0.0,7.2,240.0,
1,14,18,9.8,84.0,0.0,0.0,6.7,230.0,
1,14,19,9.3,90.0,0.0,0.0,6.2,230.0,
1,14,20,9.1,93.0,0.0,0.0,5.6,230.0,
1,14,21,8.9,95.0,0.0,0.0,5.1,230.0,
1,14,22,8.6,96.0,0.0,0.0,4.6,260.0,
1,14,23,5.2,94.0,0.0,0.0,5.7,350.0,
1,14,24,5.5,88.0,0.0,0.0,3.1,330.0,
1,15,1,5.1,92.0,0.0,0.0,0.0,0.0,
1,15,2,3.6,99.0,0.0,0.0,0.0,0.0,
1,15,3,3.3,99.0,0.0,0.0,1.0,210.0,
1,15,4,2.8,97.0,0.0,0.0,1.0,220.0,
1,15,5,3.1,94.0,0.0,0.0,1.0,190.0,
1,15,6,2.4,96.0,0.0,0.0,1.0,200.0,
1,15,7,2.2,100.0,0.0,0.0,1.5,160.0,
1,15,8,4.0,99.0,0.0,0.0,1.0,170.0,
1,15,9,4.8,97.0,4.0,4.0,1.5,160.0,
1,15,10,5.6,97.0,25.0,25.0,3.1,170.0,
1,15,11,6.6,99.0,48.0,48.0,3.6,180.0,
1,15,12,8.1,96.0,62.0,62.0,3.6,190.0,
1,15,13,10.0,89.0,110.0,103.0,5.1,210.0,
1,15,14,10.7,83.0,94.0,90.0,5.1,210.0,
1,15,15,10.4,79.0,60.0,59.0,6.7,210.0,
1,15,16,9.8,80.0,19.0,19.0,7.2,200.0,
1,15,17,9.7,74.0,0.0,0.0,6.7,210.0,
1,15,18,9.6,70.0,0.0,0.0,6.2,210.0,
1,15,19,9.1,77.0,0.0,0.0,6.2,200.0,
1,15,20,8.8,77.0,0.0,0.0,5.1,190.0,
1,15,21,8.8,79.0,0.0,0.0,6.7,190.0,
1,15,22,8.8,80.0,0.0,0.0,5.7,190.0,
1,15,23,8.8,80.0,0.0,0.0,7.2,200.0,
1,15,24,8.8,79.0,0.0,0.0,7.2,190.0,
1,16,1,9.0,76.0,0.0,0.0,8.7,200.0,
1,16,2,8.9,77.0,0.0,0.0,6.7,200.0,
1,16,3,8.9,77.0,0.0,0.0,7.7,190.0,
1,16,4,9.1,76.0,0.0,0.0,7.2,200.0,
1,16,5,8.9,79.0,0.0,0.0,7.7,200.0,
1,16,6,8.9,80.0,0.0,0.0,7.2,200.0,
1,16,7,8.9,80.0,0.0,0.0,7.7,190.0,
1,16,8,8.8,80.0,0.0,0.0,8.2,190.0,
1,16,9,9.0,79.0,5.0,5.0,9.8,200.0,
1,16,10,9.2,78.0,26.0,26.0,9.8,190.0,
1,16,11,9.5,75.0,49.0,49.0,8.7,200.0,
1,16,12,9.5,77.0,64.0,64.0,8.2,190.0,
1,16,13,9.6,77.0,67.0,67.0,7.2,190.0,
1,16,14,10.0,75.0,57.0,57.0,9.3,190.0,
1,16,15,10.2,73.0,62.0,61.0,11.8,190.0,
1,16,16,10.0,76.0,12.0,12.0,8.7,190.0,
1,16,17,10.0,75.0,0.0,0.0,7.2,180.0,
1,16,18,9.8,77.0,0.0,0.0,8.2,190.0,
1,16,19,9.5,78.0,0.0,0.0,9.3,190.0,
1,16,20,9.6,78.0,0.0,0.0,9.8,180.0,
1,16,21,10.0,76.0,0.0,0.0,9.3,190.0,
1,16,22,9.4,86.0,0.0,0.0,7.7,200.0,
1,16,23,3.0,93.0,0.0,0.0,6.7,310.0,
1,16,24,2.8,97.0,0.0,0.0,2.6,290.0,
1,17,1,2.9,97.0,0.0,0.0,2.6,170.0,
1,17,2,1.8,96.0,0.0,0.0,3.1,270.0,
1,17,3,0.3,94.0,0.0,0.0,2.6,170.0,
1,17,4,0.2,96.0,0.0,0.0,1.0,190.0,
1,17,5,-0.2,100.0,0.0,0.0,2.6,190.0,
1,17,6,-0.2,100.0,0.0,0.0,2.6,150.0,
1,17,7,0.8,100.0,0.0,0.0,1.0,120.0,
1,17,8,1.7,98.0,0.0,0.0,1.0,110.0,
1,17,9,2.3,98.0,5.0,5.0,3.6,130.0,
1,17,10,3.2,99.0,26.0,26.0,4.1,130.0,
1,17,11,6.3,99.0,50.0,50.0,6.7,150.0,
1,17,12,7.8,93.0,65.0,65.0,8.2,160.0,
1,17,13,8.4,89.0,67.0,67.0,10.3,180.0,
1,17,14,9.1,81.0,58.0,58.0,10.3,170.0,
1,17,15,9.1,81.0,37.0,37.0,8.2,180.0,
1,17,16,9.6,78.0,13.0,13.0,10.3,170.0,
1,17,17,9.2,84.0,0.0,0.0,11.8,170.0,
1,17,18,9.0,88.0,0.0,0.0,12.3,170.0,
1,17,19,8.6,92.0,0.0,0.0,11.8,190.0,
1,17,20,7.4,87.0,0.0,0.0,8.2,200.0,
1,17,21,6.3,83.0,0.0,0.0,9.3,210.0,
1,17,22,6.3,82.0,0.0,0.0,6.7,190.0,
1,17,23,6.5,81.0,0.0,0.0,6.7,190.0,
1,17,24,6.8,78.0,0.0,0.0,7.7,190.0,
1,18,1,6.7,72.0,0.0,0.0,8.2,200.0,
1,18,2,5.5,74.0,0.0,0.0,8.2,200.0,
1,18,3,5.3,74.0,0.0,0.0,6.7,190.0,
1,18,4,4.7,69.0,0.0,0.0,7.7,200.0,
1,18,5,4.6,67.0,0.0,0.0,9.8,210.0,
1,18,6,3.9,73.0,0.0,0.0,8.7,200.0,
1,18,7,3.3,80.0,0.0,0.0,6.7,200.0,
1,18,8,3.3,80.0,0.0,0.0,7.2,200.0,
1,18,9,3.3,81.0,17.0,17.0,7.7,210.0,
1,18,10,3.7,83.0,89.0,68.0,5.1,200.0,
1,18,11,5.3,75.0,167.0,54.0,6.2,210.0,
1,18,12,6.0,73.0,217.0,67.0,5.1,230.0,
1,18,13,5.9,70.0,226.0,64.0,7.7,220.0,
1,18,14,5.3,72.0,188.0,63.0,7.2,220.0,
1,18,15,5.2,76.0,115.0,57.0,5.1,210.0,
1,18,16,4.8,73.0,43.0,30.0,5.1,210.0,
1,18,17,2.5,84.0,1.0,1.0,3.6,200.0,
1,18,18,1.4,88.0,0.0,0.0,1.5,190.0,
1,18,19,0.6,92.0,0.0,0.0,1.5,180.0,
1,18,20,-0.6,94.0,0.0,0.0,1.5,150.0,
1,18,21,-1.2,94.0,0.0,0.0,2.6,170.0,
1,18,22,-0.2,93.0,0.0,0.0,2.6,160.0,
1,18,23,0.5,92.0,0.0,0.0,4.1,180.0,
1,18,24,-0.2,93.0,0.0,0.0,2.6,160.0,
1,19,1,0.1,95.0,0.0,0.0,2.6,160.0,
1,19,2,1.1,94.0,0.0,0.0,3.1,140.0,
1,19,3,2.1,89.0,0.0,0.0,3.1,180.0,
1,19,4,2.1,89.0,0.0,0.0,3.6,180.0,
1,19,5,0.4,94.0,0.0,0.0,2.6,140.0,
1,19,6,-0.3,95.0,0.0,0.0,3.1,170.0,
1,19,7,-0.6,94.0,0.0,0.0,2.6,180.0,
1,19,8,0.4,94.0,0.0,0.0,4.1,180.0,
1,19,9,0.9,88.0,18.0,18.0,5.1,170.0,
1,19,10,1.5,88.0,47.0,47.0,5.7,160.0,
1,19,11,2.2,89.0,88.0,86.0,5.7,140.0,
1,19,12,3.0,89.0,67.0,67.0,7.2,140.0,
1,19,13,4.0,88.0,70.0,70.0,8.7,140.0,
1,19,14,4.5,92.0,60.0,60.0,11.8,120.0,
